county_name,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
".Pawnee County, Nebraska","2,781","2,791","2,791","2,750","2,726","2,691","2,699","2,621","2,623","2,613"
".Perkins County, Nebraska","2,978","2,944","2,930","2,891","2,875","2,932","2,892","2,886","2,902","2,891"
".Phelps County, Nebraska","9,183","9,142","9,210","9,179","9,162","9,217","9,193","9,050","9,006","9,034"
".Pierce County, Nebraska","7,260","7,194","7,187","7,180","7,204","7,190","7,144","7,093","7,145","7,148"
".Platte County, Nebraska","32,305","32,512","32,669","32,595","32,740","32,876","33,008","33,231","33,287","33,470"
".Polk County, Nebraska","5,394","5,336","5,266","5,242","5,268","5,171","5,190","5,309","5,240","5,213"
".Red Willow County, Nebraska","11,059","11,049","11,044","11,053","10,901","10,883","10,767","10,760","10,705","10,724"
".Richardson County, Nebraska","8,372","8,342","8,283","8,131","8,110","8,025","8,004","7,971","7,938","7,865"
".Rock County, Nebraska","1,524","1,480","1,426","1,440","1,449","1,417","1,404","1,420","1,351","1,357"
".Saline County, Nebraska","14,222","14,326","14,416","14,299","14,297","14,196","14,228","14,365","14,336","14,224"
".Sarpy County, Nebraska","159,720","162,568","165,664","168,990","171,853","175,173","178,355","181,376","184,062","187,196"
".Saunders County, Nebraska","20,869","20,841","20,797","20,877","20,860","20,949","20,992","21,032","21,274","21,578"
".Scotts Bluff County, Nebraska","37,057","36,956","36,905","36,853","36,437","36,245","36,420","36,160","35,925","35,618"
".Seward County, Nebraska","16,799","16,705","16,897","16,994","17,012","16,994","17,103","17,203","17,273","17,284"
".Sheridan County, Nebraska","5,444","5,360","5,327","5,208","5,250","5,216","5,235","5,268","5,189","5,246"
".Sherman County, Nebraska","3,164","3,102","3,078","3,061","3,034","3,036","3,012","3,074","3,044","3,001"
".Sioux County, Nebraska","1,311","1,319","1,323","1,330","1,321","1,276","1,259","1,195","1,186","1,166"
".Stanton County, Nebraska","6,142","6,176","6,091","6,087","6,097","5,944","5,975","5,974","5,970","5,920"
".Thayer County, Nebraska","5,235","5,170","5,145","5,179","5,213","5,129","5,080","5,034","5,039","5,003"
".Thomas County, Nebraska",647,698,701,705,701,693,722,722,714,722
".Thurston County, Nebraska","6,969","6,903","6,925","6,872","6,961","7,073","7,139","7,196","7,274","7,224"
".Valley County, Nebraska","4,265","4,228","4,216","4,181","4,217","4,168","4,201","4,227","4,197","4,158"
".Washington County, Nebraska","19,921","19,918","19,949","19,851","19,930","19,917","20,213","20,328","20,617","20,729"
".Wayne County, Nebraska","9,609","9,451","9,499","9,441","9,402","9,366","9,379","9,213","9,318","9,385"
".Webster County, Nebraska","3,809","3,757","3,734","3,643","3,645","3,592","3,566","3,505","3,534","3,487"
".Wheeler County, Nebraska",825,815,797,779,786,779,804,815,802,783
".York County, Nebraska","13,669","13,785","13,835","13,852","13,917","13,797","13,740","13,762","13,748","13,679"
".Churchill County, Nevada","24,818","24,593","24,245","23,927","23,824","23,957","23,904","24,021","24,506","24,909"
".Clark County, Nevada","1,952,587","1,961,925","1,989,224","2,017,193","2,053,134","2,096,717","2,138,836","2,181,635","2,226,115","2,266,715"
".Douglas County, Nevada","47,037","46,971","46,910","46,935","47,373","47,404","47,834","48,030","48,489","48,905"
".Elko County, Nevada","49,088","49,442","50,969","52,334","52,531","51,728","52,082","52,357","52,539","52,778"
".Esmeralda County, Nevada",784,770,791,847,824,830,826,843,827,873
".Eureka County, Nevada","1,990","1,977","1,991","2,049","1,988","2,029","1,936","1,946","1,998","2,029"
".Humboldt County, Nevada","16,584","16,639","17,071","17,354","17,215","17,017","16,795","16,719","16,778","16,831"
".Lander County, Nevada","5,795","5,839","5,920","6,060","5,968","5,873","5,684","5,579","5,547","5,532"
".Lincoln County, Nevada","5,351","5,269","5,371","5,267","5,199","5,136","5,154","5,191","5,237","5,183"
".Lyon County, Nevada","52,045","51,385","50,971","51,090","51,334","51,974","52,707","53,895","55,813","57,510"
".Mineral County, Nevada","4,786","4,628","4,657","4,553","4,469","4,420","4,376","4,455","4,544","4,505"
".Nye County, Nevada","43,844","43,976","43,585","42,869","42,840","42,966","43,248","43,977","45,186","46,523"
".Pershing County, Nevada","6,737","6,610","6,751","6,842","6,702","6,618","6,576","6,469","6,685","6,725"
".Storey County, Nevada","3,997","3,905","3,838","3,795","3,803","3,876","3,986","3,976","3,981","4,123"
".Washoe County, Nevada","421,954","423,996","427,370","431,083","436,307","442,453","449,723","456,629","464,354","471,519"
".White Pine County, Nevada","10,027","10,129","10,020","10,046","10,035","9,873","9,749","9,651","9,540","9,580"
".Carson City, Nevada","54,981","54,676","54,312","53,726","54,082","54,068","54,147","54,532","55,202","55,916"
".Belknap County, New Hampshire","60,101","60,335","60,438","60,235","60,285","60,370","60,747","60,872","61,145","61,303"
".Carroll County, New Hampshire","47,826","47,680","47,694","47,520","47,433","47,399","47,497","48,132","48,754","48,910"
".Cheshire County, New Hampshire","77,058","76,933","76,902","76,712","76,426","76,288","75,975","75,963","75,901","76,085"
".Coos County, New Hampshire","32,970","32,507","31,978","31,949","32,779","32,343","31,916","31,396","31,486","31,563"
".Grafton County, New Hampshire","89,130","89,276","89,617","89,894","89,930","89,439","90,004","89,853","89,701","89,886"
".Hillsborough County, New Hampshire","401,055","402,774","404,344","405,281","407,275","408,985","411,333","413,204","414,630","417,025"
".Merrimack County, New Hampshire","146,388","146,867","147,105","147,497","148,161","148,649","149,063","149,830","150,650","151,391"
".Rockingham County, New Hampshire","295,289","296,195","298,157","299,456","301,361","302,691","304,377","306,669","308,287","309,769"
".Strafford County, New Hampshire","123,200","124,133","124,768","125,029","126,542","127,038","128,311","129,841","129,797","130,633"
".Sullivan County, New Hampshire","43,745","43,502","43,229","43,049","43,149","43,148","43,084","43,027","43,114","43,146"
".Atlantic County, New Jersey","274,648","274,621","274,629","274,314","272,578","270,153","267,217","265,498","263,989","263,670"
".Bergen County, New Jersey","906,284","911,994","916,255","919,951","923,403","926,391","928,120","932,420","932,816","932,202"
".Burlington County, New Jersey","449,129","450,187","450,522","448,824","448,168","446,832","445,972","445,610","444,745","445,349"
".Camden County, New Jersey","513,275","512,585","511,584","509,908","508,316","507,638","507,002","506,224","506,353","506,471"
".Cape May County, New Jersey","97,212","96,494","96,228","95,498","94,907","94,160","93,655","93,129","92,446","92,039"
".Cumberland County, New Jersey","156,699","157,043","156,934","156,098","156,009","154,712","153,233","151,423","150,635","149,527"
".Essex County, New Jersey","784,037","785,551","785,063","786,649","788,726","790,439","792,689","796,349","798,570","798,975"
".Gloucester County, New Jersey","289,150","289,687","289,804","289,883","290,680","290,943","290,761","290,961","291,525","291,636"
".Hudson County, New Jersey","635,652","645,634","652,348","657,047","660,240","664,492","668,588","672,826","671,931","672,391"
".Hunterdon County, New Jersey","127,322","127,330","126,594","126,376","125,835","125,452","124,775","124,712","124,807","124,371"
".Mercer County, New Jersey","367,713","367,378","368,554","369,429","368,909","368,124","367,699","368,168","368,188","367,430"
".Middlesex County, New Jersey","810,758","815,198","819,344","821,743","824,160","825,546","825,457","827,363","826,172","825,062"
".Monmouth County, New Jersey","630,461","629,119","627,641","626,912","625,512","624,079","622,971","621,990","620,459","618,795"
".Morris County, New Jersey","492,617","494,792","495,620","496,030","494,848","494,259","493,801","493,920","493,070","491,845"
".Ocean County, New Jersey","577,564","578,876","579,932","582,059","584,447","587,091","590,897","595,424","601,478","607,186"
".Passaic County, New Jersey","502,023","503,264","503,558","503,857","504,547","504,629","504,147","504,402","503,183","501,826"
".Salem County, New Jersey","65,980","65,875","65,413","64,786","64,323","63,732","63,203","62,883","62,746","62,385"
".Somerset County, New Jersey","324,122","326,249","327,407","329,047","329,329","329,626","329,875","330,573","330,181","328,934"
".Sussex County, New Jersey","148,855","148,167","146,979","145,639","144,593","143,004","141,925","141,197","140,801","140,488"
".Union County, New Jersey","537,369","539,931","542,970","546,025","548,014","549,905","552,781","554,738","556,402","556,341"
".Warren County, New Jersey","108,576","108,142","107,563","106,897","106,981","106,742","106,059","105,715","105,528","105,267"
".Bernalillo County, New Mexico","663,923","670,283","673,615","676,326","675,957","676,248","677,683","678,203","678,034","679,121"
".Catron County, New Mexico","3,748","3,716","3,635","3,586","3,547","3,476","3,518","3,553","3,554","3,527"
".Chaves County, New Mexico","65,720","65,720","65,765","66,009","65,809","65,825","65,646","65,080","64,554","64,615"
".Cibola County, New Mexico","27,315","27,489","27,418","27,414","27,155","27,044","27,049","26,921","26,766","26,675"
".Colfax County, New Mexico","13,725","13,618","13,246","13,068","12,703","12,429","12,250","12,151","12,071","11,941"
".Curry County, New Mexico","48,971","49,819","50,806","50,775","51,109","50,290","50,283","49,794","49,338","48,954"
".De Baca County, New Mexico","2,031","2,000","1,957","1,928","1,861","1,873","1,835","1,805","1,779","1,748"
".Doña Ana County, New Mexico","210,097","213,126","214,450","214,288","213,933","214,034","214,663","216,174","217,278","218,195"
".Eddy County, New Mexico","53,909","54,070","54,419","55,662","56,682","57,715","57,650","57,108","57,729","58,460"
".Grant County, New Mexico","29,383","29,346","29,257","29,104","28,871","28,364","28,040","27,642","27,303","26,998"
".Guadalupe County, New Mexico","4,695","4,625","4,591","4,531","4,442","4,350","4,369","4,410","4,334","4,300"
".Harding County, New Mexico",690,713,700,691,693,719,687,684,650,625
".Hidalgo County, New Mexico","4,864","4,843","4,780","4,624","4,549","4,436","4,324","4,298","4,231","4,198"
".Lea County, New Mexico","64,598","65,126","66,362","68,613","70,165","71,476","70,249","69,046","69,543","71,070"
".Lincoln County, New Mexico","20,450","20,406","20,194","19,976","19,597","19,352","19,397","19,468","19,518","19,572"
".Los Alamos County, New Mexico","17,994","18,229","18,234","17,947","17,803","17,817","18,209","18,742","18,988","19,369"
".Luna County, New Mexico","25,081","25,106","24,921","24,592","24,428","24,367","24,362","24,100","23,877","23,709"
".McKinley County, New Mexico","71,673","72,332","72,365","72,665","72,796","73,462","73,028","72,423","71,911","71,367"
".Mora County, New Mexico","4,893","4,781","4,684","4,695","4,613","4,609","4,533","4,530","4,487","4,521"
".Otero County, New Mexico","64,403","65,642","66,208","66,304","65,336","64,768","65,647","66,121","66,659","67,490"
".Quay County, New Mexico","9,064","9,045","8,808","8,675","8,465","8,445","8,390","8,299","8,242","8,253"
".Rio Arriba County, New Mexico","40,286","40,244","40,195","40,064","39,736","39,370","39,245","39,235","39,023","38,921"
".Roosevelt County, New Mexico","20,018","20,430","20,318","20,021","19,647","19,137","19,145","18,900","18,759","18,500"
".Sandoval County, New Mexico","132,431","134,326","135,380","136,311","137,023","138,521","140,464","142,689","145,096","146,748"
".San Juan County, New Mexico","130,203","129,711","129,756","129,467","129,084","128,246","127,954","126,917","125,499","123,958"
".San Miguel County, New Mexico","29,393","29,352","29,091","28,819","28,493","28,215","28,005","27,715","27,480","27,277"
".Santa Fe County, New Mexico","144,522","145,847","146,722","147,465","147,782","148,098","148,758","149,491","149,761","150,358"
".Sierra County, New Mexico","12,041","12,023","11,854","11,524","11,264","11,236","11,117","11,064","10,949","10,791"
".Socorro County, New Mexico","17,791","17,775","17,475","17,509","17,258","17,152","16,964","16,832","16,704","16,637"
".Taos County, New Mexico","32,895","32,890","32,759","32,957","32,963","32,797","32,922","32,790","32,699","32,723"
".Torrance County, New Mexico","16,404","16,447","16,155","15,825","15,666","15,596","15,491","15,535","15,512","15,461"
".Union County, New Mexico","4,541","4,410","4,400","4,347","4,246","4,163","4,154","4,180","4,108","4,059"
".Valencia County, New Mexico","76,800","76,960","76,789","76,491","75,892","75,661","75,599","75,884","76,305","76,688"
".Albany County, New York","304,086","304,596","305,723","306,589","307,151","307,433","307,597","307,717","306,585","305,506"
".Allegany County, New York","48,971","48,800","48,210","47,900","47,652","47,334","47,044","46,639","46,332","46,091"
".Bronx County, New York","1,387,298","1,397,335","1,411,496","1,421,928","1,430,942","1,440,005","1,444,417","1,440,625","1,432,087","1,418,207"
".Broome County, New York","200,481","199,363","198,667","197,914","197,251","195,928","194,498","193,100","191,925","190,488"
".Cattaraugus County, New York","80,218","79,815","79,348","78,996","78,677","77,926","77,658","77,176","76,726","76,117"
".Cayuga County, New York","79,895","79,693","79,505","79,088","78,762","78,298","77,674","77,457","77,121","76,576"
".Chautauqua County, New York","134,725","134,209","133,304","132,852","131,751","130,529","129,206","128,372","127,472","126,903"
".Chemung County, New York","88,895","88,899","89,137","88,199","87,177","86,705","85,644","84,736","83,935","83,456"
".Chenango County, New York","50,399","50,182","49,883","49,477","49,319","48,772","48,315","47,805","47,445","47,207"
".Clinton County, New York","82,096","81,728","81,714","81,523","81,463","80,718","80,500","80,531","80,679","80,485"
".Columbia County, New York","63,036","62,528","62,449","62,170","61,942","61,434","60,835","60,338","59,785","59,461"
".Cortland County, New York","49,279","49,380","49,023","48,905","48,740","48,290","47,915","47,815","47,722","47,581"
".Delaware County, New York","47,888","47,584","47,215","46,803","46,562","45,891","45,393","45,028","44,526","44,135"
".Dutchess County, New York","297,728","298,133","297,023","296,268","295,127","294,039","293,029","293,545","293,939","294,218"
".Erie County, New York","919,152","919,843","919,906","920,869","921,755","920,644","918,678","919,034","919,717","918,702"
".Essex County, New York","39,360","39,271","38,875","38,601","38,323","37,965","37,671","37,487","37,288","36,885"
".Franklin County, New York","51,645","51,545","51,791","51,212","51,096","50,540","51,081","50,465","50,279","50,022"
".Fulton County, New York","55,455","55,112","54,845","54,345","53,932","53,801","53,610","53,802","53,633","53,383"
".Genesee County, New York","59,928","59,880","59,672","59,112","58,725","58,462","58,013","57,798","57,487","57,280"
".Greene County, New York","49,139","48,857","48,587","48,308","47,964","47,616","47,494","47,442","47,381","47,188"
".Hamilton County, New York","4,851","4,826","4,803","4,766","4,700","4,699","4,556","4,471","4,432","4,416"
".Herkimer County, New York","64,470","64,386","64,227","63,883","63,384","62,652","62,436","62,163","61,713","61,319"
".Jefferson County, New York","116,592","117,752","120,235","118,490","117,971","116,371","112,980","113,157","111,866","109,834"
".Kings County, New York","2,509,828","2,540,817","2,568,450","2,587,684","2,601,513","2,608,794","2,608,423","2,594,676","2,578,074","2,559,903"
".Lewis County, New York","27,077","27,027","27,196","27,098","27,089","26,827","26,647","26,605","26,486","26,296"
".Livingston County, New York","65,240","64,849","64,796","64,627","64,585","64,344","64,000","63,483","63,213","62,914"
".Madison County, New York","73,440","72,887","72,414","72,457","72,210","71,636","71,387","70,942","71,117","70,941"
".Monroe County, New York","744,580","746,751","747,344","748,290","747,364","745,577","743,770","742,724","742,864","741,770"
".Montgomery County, New York","50,307","49,911","49,829","49,743","49,679","49,564","49,169","49,163","49,394","49,221"
".Nassau County, New York","1,341,669","1,346,223","1,349,616","1,352,193","1,354,705","1,354,840","1,355,952","1,357,293","1,357,534","1,356,924"
".New York County, New York","1,588,767","1,608,293","1,623,911","1,627,491","1,630,678","1,636,063","1,635,443","1,630,698","1,629,055","1,628,706"
".Niagara County, New York","216,475","215,719","214,713","214,105","213,305","212,358","211,554","210,848","210,060","209,281"
".Oneida County, New York","234,756","234,218","233,765","233,347","232,598","231,264","230,375","230,011","229,474","228,671"
".Onondaga County, New York","467,533","467,614","467,030","468,146","467,285","466,277","464,109","461,795","461,649","460,528"
".Ontario County, New York","108,176","108,599","108,611","109,044","109,334","109,271","109,229","109,538","109,738","109,777"
".Orange County, New York","373,445","374,097","373,699","374,320","374,845","375,803","377,799","379,758","382,126","384,940"
".Orleans County, New York","42,851","42,648","42,391","42,229","41,861","41,481","41,247","40,786","40,655","40,352"
".Oswego County, New York","122,137","121,981","121,458","121,170","120,590","119,735","118,895","118,427","117,515","117,124"
".Otsego County, New York","62,259","61,971","61,747","61,614","60,950","60,504","60,132","59,920","59,810","59,493"
".Putnam County, New York","99,667","99,827","99,625","99,572","99,438","99,185","98,761","98,856","98,814","98,320"
".Queens County, New York","2,234,701","2,255,482","2,272,222","2,287,185","2,298,736","2,305,838","2,306,830","2,295,808","2,274,605","2,253,858"
".Rensselaer County, New York","159,340","159,589","159,437","159,545","159,666","159,436","159,294","159,200","159,283","158,714"
".Richmond County, New York","469,615","471,021","470,614","471,803","471,937","472,349","474,040","475,671","476,260","476,143"
".Rockland County, New York","312,499","315,452","317,196","319,284","321,119","322,919","323,258","324,622","325,522","325,789"
".St. Lawrence County, New York","111,812","112,277","112,355","111,931","111,437","110,348","109,449","108,699","108,327","107,740"
".Saratoga County, New York","220,109","221,111","222,483","224,087","224,513","226,078","227,122","229,276","230,170","229,863"
".Schenectady County, New York","154,861","154,864","155,016","154,944","155,016","154,733","154,475","154,710","155,079","155,299"
".Schoharie County, New York","32,686","32,618","32,039","31,900","31,767","31,405","31,304","31,255","31,146","30,999"
".Schuyler County, New York","18,334","18,413","18,498","18,382","18,176","18,027","17,967","17,913","17,884","17,807"
".Seneca County, New York","35,266","35,380","35,388","35,250","34,879","34,801","34,710","34,246","34,179","34,016"
".Steuben County, New York","99,005","99,148","98,925","98,843","98,165","97,551","96,958","96,360","95,860","95,379"
".Suffolk County, New York","1,494,339","1,498,892","1,496,982","1,497,346","1,495,525","1,491,967","1,486,406","1,483,358","1,480,830","1,476,601"
".Sullivan County, New York","77,476","77,053","76,931","76,945","75,634","74,832","74,922","74,994","75,399","75,432"
".Tioga County, New York","51,008","50,875","50,278","50,103","49,824","49,355","48,824","48,609","48,441","48,203"
".Tompkins County, New York","101,740","101,821","102,726","103,553","103,391","103,006","102,942","102,664","102,419","102,180"
".Ulster County, New York","182,418","182,448","181,538","180,698","180,400","179,658","179,042","178,635","178,418","177,573"
".Warren County, New York","65,665","65,736","65,417","65,083","64,866","64,420","64,438","64,365","64,215","63,944"
".Washington County, New York","63,356","63,091","63,003","62,765","62,475","62,246","61,795","61,559","61,274","61,204"
".Wayne County, New York","93,751","93,256","93,029","92,339","91,801","91,291","90,758","90,429","90,200","89,918"
".Westchester County, New York","950,601","956,262","959,585","964,567","967,044","968,773","970,267","969,689","968,213","967,506"
".Wyoming County, New York","42,126","41,849","41,700","41,359","41,134","40,930","40,432","40,282","40,023","39,859"
".Yates County, New York","25,376","25,454","25,337","25,207","25,149","25,128","25,059","25,002","24,951","24,913"
".Alamance County, North Carolina","151,431","152,692","153,265","154,162","155,384","157,037","160,283","163,276","166,514","169,509"
".Alexander County, North Carolina","37,233","37,026","36,922","37,012","36,987","36,960","37,133","37,143","37,331","37,497"
".Alleghany County, North Carolina","11,137","11,016","10,943","10,903","10,891","10,856","10,919","10,988","11,138","11,137"
".Anson County, North Carolina","26,852","26,512","26,309","25,957","25,965","25,602","25,165","24,829","24,470","24,446"
".Ashe County, North Carolina","27,228","26,986","26,924","26,840","26,764","26,628","26,600","26,787","27,099","27,203"
".Avery County, North Carolina","17,799","17,770","17,611","17,654","17,650","17,486","17,442","17,517","17,528","17,557"
".Beaufort County, North Carolina","47,822","47,675","47,431","47,382","47,339","47,389","47,369","47,033","47,056","46,994"
".Bertie County, North Carolina","21,245","20,858","20,494","20,326","20,316","20,162","19,423","19,263","19,106","18,947"
".Bladen County, North Carolina","35,181","34,880","34,807","34,618","34,361","34,083","33,638","33,443","33,151","32,722"
".Brunswick County, North Carolina","108,069","110,185","112,013","114,922","118,305","122,211","126,304","130,859","136,880","142,820"
".Buncombe County, North Carolina","238,738","241,172","243,655","246,807","249,084","251,954","254,955","257,071","259,259","261,191"
".Burke County, North Carolina","90,580","90,542","89,974","89,354","89,296","89,341","89,451","90,157","90,405","90,485"
".Cabarrus County, North Carolina","178,562","181,175","184,340","187,240","191,680","196,396","201,639","206,988","211,597","216,453"
".Caldwell County, North Carolina","83,022","82,451","82,081","82,048","81,667","81,518","81,766","81,933","82,026","82,178"
".Camden County, North Carolina","10,009","10,024","10,003","10,116","10,278","10,282","10,397","10,532","10,676","10,867"
".Carteret County, North Carolina","66,700","67,418","67,770","68,388","68,629","68,712","68,808","68,921","69,438","69,473"
".Caswell County, North Carolina","23,750","23,456","23,042","23,093","22,807","22,813","22,755","22,616","22,634","22,604"
".Catawba County, North Carolina","154,730","154,459","154,693","154,965","155,085","155,527","156,448","157,852","158,687","159,551"
".Chatham County, North Carolina","63,845","64,109","64,527","65,243","66,669","68,263","69,642","71,189","73,127","74,470"
".Cherokee County, North Carolina","27,435","27,180","27,034","27,125","27,078","27,102","27,809","27,954","28,369","28,612"
".Chowan County, North Carolina","14,738","14,807","14,695","14,668","14,502","14,248","14,201","14,029","14,065","13,943"
".Clay County, North Carolina","10,608","10,686","10,654","10,597","10,566","10,623","10,749","11,004","11,124","11,231"
".Cleveland County, North Carolina","97,917","97,442","97,317","96,873","97,009","96,850","96,960","97,134","97,519","97,947"
".Columbus County, North Carolina","57,992","57,705","57,534","57,080","56,883","56,675","56,292","56,047","55,819","55,508"
".Craven County, North Carolina","104,171","104,831","105,319","104,285","104,055","102,853","102,632","102,492","102,338","102,139"
".Cumberland County, North Carolina","327,197","330,503","329,985","332,997","332,364","331,203","333,167","330,994","333,430","335,509"
".Currituck County, North Carolina","23,674","23,906","24,025","24,253","24,820","25,106","25,640","26,290","27,016","27,763"
".Dare County, North Carolina","33,982","34,156","34,383","34,810","34,894","35,468","35,829","36,199","36,607","37,009"
".Davidson County, North Carolina","162,840","162,923","163,040","163,295","163,383","163,486","164,270","165,180","166,358","167,609"
".Davie County, North Carolina","41,254","41,335","41,281","41,435","41,259","41,648","41,921","42,308","42,563","42,846"
".Duplin County, North Carolina","58,666","59,216","59,449","59,328","59,432","58,883","59,275","58,943","58,991","58,741"
".Durham County, North Carolina","271,357","276,563","282,659","288,723","295,137","300,793","307,826","312,153","316,979","321,488"
".Edgecombe County, North Carolina","56,619","56,050","55,675","55,422","54,866","53,743","53,283","52,756","51,984","51,472"
".Forsyth County, North Carolina","351,374","354,524","357,598","360,594","364,439","367,365","371,260","375,840","379,216","382,295"
".Franklin County, North Carolina","60,835","60,946","61,405","62,074","62,691","63,668","64,676","66,155","67,625","69,685"
".Gaston County, North Carolina","206,114","206,886","207,903","209,212","210,545","212,919","216,622","219,656","222,630","224,529"
".Gates County, North Carolina","12,165","12,043","11,890","11,703","11,633","11,531","11,569","11,514","11,563","11,562"
".Graham County, North Carolina","8,867","8,811","8,707","8,719","8,621","8,588","8,531","8,524","8,461","8,441"
".Granville County, North Carolina","57,673","57,503","57,557","57,762","57,995","58,162","58,684","59,372","59,979","60,443"
".Greene County, North Carolina","21,258","21,514","21,191","21,011","21,012","20,950","21,078","20,963","21,106","21,069"
".Guilford County, North Carolina","489,618","494,953","500,514","506,400","512,233","517,053","524,265","528,243","532,607","537,174"
".Halifax County, North Carolina","54,470","54,114","53,732","53,187","52,833","52,182","51,815","51,311","50,634","50,010"
".Harnett County, North Carolina","115,753","119,178","122,204","125,028","126,685","128,034","130,674","132,395","134,336","135,976"
".Haywood County, North Carolina","58,932","58,726","58,640","58,962","59,132","59,646","60,405","61,005","61,890","62,317"
".Henderson County, North Carolina","106,891","107,370","107,768","108,879","110,258","111,847","113,583","115,216","116,500","117,417"
".Hertford County, North Carolina","24,764","24,718","24,600","24,575","24,582","24,373","24,209","23,923","23,878","23,677"
".Hoke County, North Carolina","47,496","49,468","50,483","51,155","51,586","52,739","52,981","54,138","54,695","55,234"
".Hyde County, North Carolina","5,811","5,798","5,689","5,654","5,600","5,426","5,434","5,240","5,026","4,937"
".Iredell County, North Carolina","159,778","161,037","162,670","164,582","166,498","169,453","172,466","175,634","178,332","181,806"
".Jackson County, North Carolina","40,368","40,240","40,636","41,001","40,920","41,305","42,622","43,224","43,600","43,938"
".Johnston County, North Carolina","169,678","172,446","174,383","177,227","180,710","185,104","190,843","196,374","202,692","209,339"
".Jones County, North Carolina","10,143","10,060","10,071","10,007","9,851","9,777","9,588","9,573","9,613","9,419"
".Lee County, North Carolina","57,877","58,531","59,240","59,762","59,401","59,371","59,646","60,403","61,208","61,779"
".Lenoir County, North Carolina","59,488","59,411","59,114","58,732","58,255","57,981","57,240","56,622","55,990","55,949"
".Lincoln County, North Carolina","78,134","78,297","78,729","79,111","79,446","80,607","81,229","82,557","84,092","86,111"
".McDowell County, North Carolina","45,102","45,053","44,999","45,021","45,007","44,967","44,866","45,083","45,465","45,756"
".Macon County, North Carolina","33,959","33,887","33,806","33,738","33,824","34,090","34,262","34,581","35,274","35,858"
".Madison County, North Carolina","20,777","20,845","20,882","21,147","21,187","21,146","21,367","21,563","21,665","21,755"
".Martin County, North Carolina","24,506","24,186","23,845","23,637","23,435","23,262","23,122","22,763","22,660","22,440"
".Mecklenburg County, North Carolina","923,242","943,823","967,063","990,677","1,010,229","1,033,238","1,056,901","1,078,128","1,093,750","1,110,356"
".Mitchell County, North Carolina","15,512","15,356","15,330","15,282","15,174","15,071","14,996","14,992","14,996","14,964"
".Montgomery County, North Carolina","27,729","27,706","27,522","27,446","27,283","27,438","27,301","27,269","27,077","27,173"
".Moore County, North Carolina","88,594","89,262","90,191","91,366","92,816","94,013","95,405","97,368","98,805","100,880"
".Nash County, North Carolina","95,786","95,740","95,187","94,421","94,200","93,786","93,953","94,019","94,094","94,298"
".New Hanover County, North Carolina","203,284","205,966","209,045","212,921","215,963","219,422","224,809","228,728","232,256","234,473"
".Northampton County, North Carolina","22,039","21,916","21,285","20,856","20,652","20,533","20,127","19,890","19,698","19,483"
".Onslow County, North Carolina","186,892","184,993","190,678","192,354","191,822","193,114","192,314","195,066","196,915","197,938"
".Orange County, North Carolina","133,981","134,825","137,817","139,397","140,321","141,298","142,800","143,626","147,980","148,476"
".Pamlico County, North Carolina","13,109","13,244","13,019","12,880","12,872","12,741","12,765","12,638","12,633","12,726"
".Pasquotank County, North Carolina","40,626","40,266","40,378","39,548","39,436","39,384","39,392","39,386","39,583","39,824"
".Pender County, North Carolina","52,415","53,175","53,714","54,779","55,900","57,426","58,771","60,719","62,017","63,060"
".Perquimans County, North Carolina","13,480","13,498","13,587","13,634","13,538","13,463","13,402","13,439","13,381","13,463"
".Person County, North Carolina","39,411","39,520","39,175","39,239","39,114","39,190","39,270","39,338","39,436","39,490"
".Pitt County, North Carolina","168,863","170,791","172,980","174,380","174,974","176,071","177,171","178,607","179,575","180,742"
".Polk County, North Carolina","20,475","20,288","20,249","20,388","20,367","20,414","20,414","20,564","20,668","20,724"
".Randolph County, North Carolina","141,985","141,858","142,270","142,308","142,474","142,575","143,062","143,037","143,249","143,667"
".Richmond County, North Carolina","46,635","46,651","46,359","46,133","45,771","45,429","45,012","44,827","44,888","44,829"
".Robeson County, North Carolina","134,493","135,183","135,462","135,136","134,931","134,460","133,383","132,626","131,884","130,625"
".Rockingham County, North Carolina","93,661","93,284","92,691","91,896","91,790","91,657","91,308","90,791","90,617","91,010"
".Rowan County, North Carolina","138,331","137,805","137,511","137,690","138,080","138,497","139,410","140,356","141,128","142,088"
".Rutherford County, North Carolina","67,740","67,416","67,215","66,847","66,561","66,375","66,286","66,529","66,775","67,029"
".Sampson County, North Carolina","63,532","63,514","63,708","63,898","63,796","63,559","63,225","63,263","63,345","63,531"
".Scotland County, North Carolina","36,062","36,275","36,093","35,911","35,656","35,321","35,309","35,174","34,751","34,823"
".Stanly County, North Carolina","60,579","60,530","60,462","60,633","60,618","60,622","60,826","61,505","62,180","62,806"
".Stokes County, North Carolina","47,344","47,142","46,731","46,514","46,323","46,159","45,920","45,724","45,511","45,591"
".Surry County, North Carolina","73,775","73,496","73,295","72,643","72,487","71,998","72,008","72,107","71,959","71,783"
".Swain County, North Carolina","14,006","14,007","14,053","13,977","14,238","14,326","14,190","14,263","14,249","14,271"
".Transylvania County, North Carolina","33,085","32,807","32,835","32,827","32,952","33,157","33,393","33,767","34,173","34,385"
".Tyrrell County, North Carolina","4,415","4,337","4,122","4,104","4,120","4,139","4,024","4,180","4,115","4,016"
".Union County, North Carolina","202,109","204,888","208,069","212,200","217,689","221,949","226,279","231,350","235,830","239,859"
